name	kind	expect	reason	hex
query-result	query-result	accept	canonical valid 0.1 document	8c781c74772e73656d616e7469632d71756572792d726573756c742f302e31582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb08582002020202020202020202020202020202020202020202020202020202020202026d686967686573745f70726f6f6601687265736f6c766564818d76776f726c642d62616e6b3a636f756e7472792f43484c6b53502e504f502e544f544c687265736f6c7665646b53502e504f502e544f544c6a2f312f302f76616c7565683139363239353930f68467696e74656765726831393632393539306b756e69743a706572736f6ef675776f726c642d62616e6b2d696e64696361746f727358200303030303030303030303030303030303030303030303030303030303030303582004040404040404040404040404040404040404040404040404040404040404046f6f627365727665645f6e617469766574323032362d30382d31315430303a30303a30305a808182582005050505050505050505050505050505050505050505050505050505050505051901905820060606060606060606060606060606060606060606060606060606060606060674323032362d30382d31315430303a30303a30325a80
query-result-trailing	query-result	reject	trailing byte	8c781c74772e73656d616e7469632d71756572792d726573756c742f302e31582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb08582002020202020202020202020202020202020202020202020202020202020202026d686967686573745f70726f6f6601687265736f6c766564818d76776f726c642d62616e6b3a636f756e7472792f43484c6b53502e504f502e544f544c687265736f6c7665646b53502e504f502e544f544c6a2f312f302f76616c7565683139363239353930f68467696e74656765726831393632393539306b756e69743a706572736f6ef675776f726c642d62616e6b2d696e64696361746f727358200303030303030303030303030303030303030303030303030303030303030303582004040404040404040404040404040404040404040404040404040404040404046f6f627365727665645f6e617469766574323032362d30382d31315430303a30303a30305a808182582005050505050505050505050505050505050505050505050505050505050505051901905820060606060606060606060606060606060606060606060606060606060606060674323032362d30382d31315430303a30303a30325a8000
query-result-truncated	query-result	reject	truncated document	8c781c74772e73656d616e7469632d71756572792d726573756c742f302e31582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb08582002020202020202020202020202020202020202020202020202020202020202026d686967686573745f70726f6f6601687265736f6c766564818d76776f726c642d62616e6b3a636f756e7472792f43484c6b53502e504f502e544f544c687265736f6c7665646b53502e504f502e544f544c6a2f312f302f76616c7565683139363239353930f68467696e74656765726831393632393539306b756e69743a706572736f6ef675776f726c642d62616e6b2d696e64696361746f727358200303030303030303030303030303030303030303030303030303030303030303582004040404040404040404040404040404040404040404040404040404040404046f6f627365727665645f6e617469766574323032362d30382d31315430303a30303a30305a808182582005050505050505050505050505050505050505050505050505050505050505051901905820060606060606060606060606060606060606060606060606060606060606060674323032362d30382d31315430303a30303a30325a
query-result-wrong-version	query-result	reject	unsupported version	8c781c78772e73656d616e7469632d71756572792d726573756c742f302e31582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb08582002020202020202020202020202020202020202020202020202020202020202026d686967686573745f70726f6f6601687265736f6c766564818d76776f726c642d62616e6b3a636f756e7472792f43484c6b53502e504f502e544f544c687265736f6c7665646b53502e504f502e544f544c6a2f312f302f76616c7565683139363239353930f68467696e74656765726831393632393539306b756e69743a706572736f6ef675776f726c642d62616e6b2d696e64696361746f727358200303030303030303030303030303030303030303030303030303030303030303582004040404040404040404040404040404040404040404040404040404040404046f6f627365727665645f6e617469766574323032362d30382d31315430303a30303a30305a808182582005050505050505050505050505050505050505050505050505050505050505051901905820060606060606060606060606060606060606060606060606060606060606060674323032362d30382d31315430303a30303a30325a80
result-invalid-lane	query-result	reject	unknown trust lane	8c781c74772e73656d616e7469632d71756572792d726573756c742f302e31582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb08582002020202020202020202020202020202020202020202020202020202020202026d686967686573745f70726f6f6601687265736f6c766564818d76776f726c642d62616e6b3a636f756e7472792f43484c6b53502e504f502e544f544c687265736f6c7665646b53502e504f502e544f544c6a2f312f302f76616c7565683139363239353930f68467696e74656765726831393632393539306b756e69743a706572736f6ef675776f726c642d62616e6b2d696e64696361746f727358200303030303030303030303030303030303030303030303030303030303030303582004040404040404040404040404040404040404040404040404040404040404046f6f627365727665645f6e617469767874323032362d30382d31315430303a30303a30305a808182582005050505050505050505050505050505050505050505050505050505050505051901905820060606060606060606060606060606060606060606060606060606060606060674323032362d30382d31315430303a30303a30325a80
semantic-query	query	accept	canonical valid 0.1 document	907574772e73656d616e7469632d71756572792f302e3181781a737461746973746963733a706f70756c6174696f6e546f74616c826b67656f3a436f756e747279816667656f3a434c80836763757272656e74f6f683011a000f4240816872657669657765648380018082816f6f627365727665645f6e617469766581646e6f6e6582f67572657475726e5f6578706c696369745f7374616c6583f6f680817070726573657276655f736f757263657384010000191388836662756e646c6501016d686967686573745f70726f6f66830a18641a0001000080
semantic-query-trailing	query	reject	trailing byte	907574772e73656d616e7469632d71756572792f302e3181781a737461746973746963733a706f70756c6174696f6e546f74616c826b67656f3a436f756e747279816667656f3a434c80836763757272656e74f6f683011a000f4240816872657669657765648380018082816f6f627365727665645f6e617469766581646e6f6e6582f67572657475726e5f6578706c696369745f7374616c6583f6f680817070726573657276655f736f757263657384010000191388836662756e646c6501016d686967686573745f70726f6f66830a18641a000100008000
semantic-query-truncated	query	reject	truncated document	907574772e73656d616e7469632d71756572792f302e3181781a737461746973746963733a706f70756c6174696f6e546f74616c826b67656f3a436f756e747279816667656f3a434c80836763757272656e74f6f683011a000f4240816872657669657765648380018082816f6f627365727665645f6e617469766581646e6f6e6582f67572657475726e5f6578706c696369745f7374616c6583f6f680817070726573657276655f736f757263657384010000191388836662756e646c6501016d686967686573745f70726f6f66830a18641a00010000
semantic-query-wrong-version	query	reject	unsupported version	907578772e73656d616e7469632d71756572792f302e3181781a737461746973746963733a706f70756c6174696f6e546f74616c826b67656f3a436f756e747279816667656f3a434c80836763757272656e74f6f683011a000f4240816872657669657765648380018082816f6f627365727665645f6e617469766581646e6f6e6582f67572657475726e5f6578706c696369745f7374616c6583f6f680817070726573657276655f736f757263657384010000191388836662756e646c6501016d686967686573745f70726f6f66830a18641a0001000080
semantic-snapshot	snapshot	accept	canonical valid 0.1 document	92782174772e73656d616e7469632d736e617073686f742d6d616e69666573742f302e316767656e6573697374323032362d30382d31315430303a30303a30335a782835393363346538653934386630663163343263636333333738393862623533373238663238363636582007070707070707070707070707070707070707070707070707070707070707077274776972782d736e617073686f7440302e315820080808080808080808080808080808080808080808080808080808080808080858200909090909090909090909090909090909090909090909090909090909090909f68173617263686976655f6f62736572766174696f6e8685746172746966616374732f6275696c642e6a736f6e5820010101010101010101010101010101010101010101010101010101010101010101706170706c69636174696f6e2f6a736f6e6c6275696c645f7265706f727485746172746966616374732f63616e6f6e2e63626f725820020202020202020202020202020202020202020202020202020202020202020201706170706c69636174696f6e2f63626f7268636f6e636570747385776172746966616374732f6d617070696e67732e63626f725820030303030303030303030303030303030303030303030303030303030303030301706170706c69636174696f6e2f63626f72686d617070696e677385766172746966616374732f6f726967696e732e6a736f6e5820040404040404040404040404040404040404040404040404040404040404040401706170706c69636174696f6e2f6a736f6e6e6f726967696e5f636174616c6f6785766172746966616374732f7061636b6574732e63626f725820050505050505050505050505050505050505050505050505050505050505050501706170706c69636174696f6e2f63626f726c7061636b65745f626174636885746172746966616374732f70726f6f662e63626f725820060606060606060606060606060606060606060606060606060606060606060601706170706c69636174696f6e2f63626f726b70726f6f665f696e646578808801010101000000000100065820010101010101010101010101010101010101010101010101010101010101010180
semantic-snapshot-trailing	snapshot	reject	trailing byte	92782174772e73656d616e7469632d736e617073686f742d6d616e69666573742f302e316767656e6573697374323032362d30382d31315430303a30303a30335a782835393363346538653934386630663163343263636333333738393862623533373238663238363636582007070707070707070707070707070707070707070707070707070707070707077274776972782d736e617073686f7440302e315820080808080808080808080808080808080808080808080808080808080808080858200909090909090909090909090909090909090909090909090909090909090909f68173617263686976655f6f62736572766174696f6e8685746172746966616374732f6275696c642e6a736f6e5820010101010101010101010101010101010101010101010101010101010101010101706170706c69636174696f6e2f6a736f6e6c6275696c645f7265706f727485746172746966616374732f63616e6f6e2e63626f725820020202020202020202020202020202020202020202020202020202020202020201706170706c69636174696f6e2f63626f7268636f6e636570747385776172746966616374732f6d617070696e67732e63626f725820030303030303030303030303030303030303030303030303030303030303030301706170706c69636174696f6e2f63626f72686d617070696e677385766172746966616374732f6f726967696e732e6a736f6e5820040404040404040404040404040404040404040404040404040404040404040401706170706c69636174696f6e2f6a736f6e6e6f726967696e5f636174616c6f6785766172746966616374732f7061636b6574732e63626f725820050505050505050505050505050505050505050505050505050505050505050501706170706c69636174696f6e2f63626f726c7061636b65745f626174636885746172746966616374732f70726f6f662e63626f725820060606060606060606060606060606060606060606060606060606060606060601706170706c69636174696f6e2f63626f726b70726f6f665f696e64657880880101010100000000010006582001010101010101010101010101010101010101010101010101010101010101018000
semantic-snapshot-truncated	snapshot	reject	truncated document	92782174772e73656d616e7469632d736e617073686f742d6d616e69666573742f302e316767656e6573697374323032362d30382d31315430303a30303a30335a782835393363346538653934386630663163343263636333333738393862623533373238663238363636582007070707070707070707070707070707070707070707070707070707070707077274776972782d736e617073686f7440302e315820080808080808080808080808080808080808080808080808080808080808080858200909090909090909090909090909090909090909090909090909090909090909f68173617263686976655f6f62736572766174696f6e8685746172746966616374732f6275696c642e6a736f6e5820010101010101010101010101010101010101010101010101010101010101010101706170706c69636174696f6e2f6a736f6e6c6275696c645f7265706f727485746172746966616374732f63616e6f6e2e63626f725820020202020202020202020202020202020202020202020202020202020202020201706170706c69636174696f6e2f63626f7268636f6e636570747385776172746966616374732f6d617070696e67732e63626f725820030303030303030303030303030303030303030303030303030303030303030301706170706c69636174696f6e2f63626f72686d617070696e677385766172746966616374732f6f726967696e732e6a736f6e5820040404040404040404040404040404040404040404040404040404040404040401706170706c69636174696f6e2f6a736f6e6e6f726967696e5f636174616c6f6785766172746966616374732f7061636b6574732e63626f725820050505050505050505050505050505050505050505050505050505050505050501706170706c69636174696f6e2f63626f726c7061636b65745f626174636885746172746966616374732f70726f6f662e63626f725820060606060606060606060606060606060606060606060606060606060606060601706170706c69636174696f6e2f63626f726b70726f6f665f696e6465788088010101010000000001000658200101010101010101010101010101010101010101010101010101010101010101
semantic-snapshot-wrong-version	snapshot	reject	unsupported version	92782178772e73656d616e7469632d736e617073686f742d6d616e69666573742f302e316767656e6573697374323032362d30382d31315430303a30303a30335a782835393363346538653934386630663163343263636333333738393862623533373238663238363636582007070707070707070707070707070707070707070707070707070707070707077274776972782d736e617073686f7440302e315820080808080808080808080808080808080808080808080808080808080808080858200909090909090909090909090909090909090909090909090909090909090909f68173617263686976655f6f62736572766174696f6e8685746172746966616374732f6275696c642e6a736f6e5820010101010101010101010101010101010101010101010101010101010101010101706170706c69636174696f6e2f6a736f6e6c6275696c645f7265706f727485746172746966616374732f63616e6f6e2e63626f725820020202020202020202020202020202020202020202020202020202020202020201706170706c69636174696f6e2f63626f7268636f6e636570747385776172746966616374732f6d617070696e67732e63626f725820030303030303030303030303030303030303030303030303030303030303030301706170706c69636174696f6e2f63626f72686d617070696e677385766172746966616374732f6f726967696e732e6a736f6e5820040404040404040404040404040404040404040404040404040404040404040401706170706c69636174696f6e2f6a736f6e6e6f726967696e5f636174616c6f6785766172746966616374732f7061636b6574732e63626f725820050505050505050505050505050505050505050505050505050505050505050501706170706c69636174696f6e2f63626f726c7061636b65745f626174636885746172746966616374732f70726f6f662e63626f725820060606060606060606060606060606060606060606060606060606060606060601706170706c69636174696f6e2f63626f726b70726f6f665f696e646578808801010101000000000100065820010101010101010101010101010101010101010101010101010101010101010180
snapshot-unsafe-path	snapshot	reject	path traversal segment	92782174772e73656d616e7469632d736e617073686f742d6d616e69666573742f302e316767656e6573697374323032362d30382d31315430303a30303a30335a782835393363346538653934386630663163343263636333333738393862623533373238663238363636582007070707070707070707070707070707070707070707070707070707070707077274776972782d736e617073686f7440302e315820080808080808080808080808080808080808080808080808080808080808080858200909090909090909090909090909090909090909090909090909090909090909f68173617263686976655f6f62736572766174696f6e8685742e2e2f616161616161616275696c642e6a736f6e5820010101010101010101010101010101010101010101010101010101010101010101706170706c69636174696f6e2f6a736f6e6c6275696c645f7265706f727485746172746966616374732f63616e6f6e2e63626f725820020202020202020202020202020202020202020202020202020202020202020201706170706c69636174696f6e2f63626f7268636f6e636570747385776172746966616374732f6d617070696e67732e63626f725820030303030303030303030303030303030303030303030303030303030303030301706170706c69636174696f6e2f63626f72686d617070696e677385766172746966616374732f6f726967696e732e6a736f6e5820040404040404040404040404040404040404040404040404040404040404040401706170706c69636174696f6e2f6a736f6e6e6f726967696e5f636174616c6f6785766172746966616374732f7061636b6574732e63626f725820050505050505050505050505050505050505050505050505050505050505050501706170706c69636174696f6e2f63626f726c7061636b65745f626174636885746172746966616374732f70726f6f662e63626f725820060606060606060606060606060606060606060606060606060606060606060601706170706c69636174696f6e2f63626f726b70726f6f665f696e646578808801010101000000000100065820010101010101010101010101010101010101010101010101010101010101010180
subscription	subscription	accept	canonical valid 0.1 document	8a781c74772e73656d616e7469632d737562736372697074696f6e2f302e31582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb0881666f726967696e816561646465646373736500183c6662756e646c65f680
subscription-invalid-delivery	subscription	reject	unknown delivery mode	8a781c74772e73656d616e7469632d737562736372697074696f6e2f302e31582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb0881666f726967696e816561646465646378787800183c6662756e646c65f680
subscription-trailing	subscription	reject	trailing byte	8a781c74772e73656d616e7469632d737562736372697074696f6e2f302e31582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb0881666f726967696e816561646465646373736500183c6662756e646c65f68000
subscription-truncated	subscription	reject	truncated document	8a781c74772e73656d616e7469632d737562736372697074696f6e2f302e31582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb0881666f726967696e816561646465646373736500183c6662756e646c65f6
subscription-wrong-version	subscription	reject	unsupported version	8a781c78772e73656d616e7469632d737562736372697074696f6e2f302e31582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb0881666f726967696e816561646465646373736500183c6662756e646c65f680
